#SKILL
Code         spell_null
Dammsg       ~
Wearoff      !!~
Minlevel     1
End

#SKILL
Name         rodian~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !Rodian!~
Minlevel     1
End

#SKILL
Name         trandoshan~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !!~
Minlevel     1
End

#SKILL
Name         twilek~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !Dwarven!~
Minlevel     1
End

#SKILL
Name         verpine~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !!~
Minlevel     1
End

#SKILL
Name         wookiee~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !Wookiee!~
Minlevel     1
End

#SKILL
Name         palm~
Type         Skill
Flags        0
Minpos       8
Guild        4
Code         do_palm
Dammsg       ~
Wearoff      !Palm!~
Teachers     4 32009 410~
Minlevel     37
End

#SKILL
Name         battlecry~
Type         Skill
Flags        0
Minpos       7
Guild        6
Code         do_battlecry
Dammsg       ~
Wearoff      Your battlecry fades from your lips.~
Minlevel     20
End

#SKILL
Name         besiege~
Type         Skill
Flags        0
Minpos       8
Guild        4
Code         do_besiege
Dammsg       ~
Wearoff      !Besiege!~
Teachers     4 10340~
Minlevel     105
End

#SKILL
Name         elite_patrol~
Type         Skill
Flags        0
Minpos       8
Guild        6
Code         do_elite_patrol
Dammsg       ~
Wearoff      !ElitePatrol!~
Teachers     4 10340~
Minlevel     85
End

#SKILL
Name         embed_comlink~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_embed_comlink
Dammsg       ~
Wearoff      !EmbedComlink!~
Teachers     4 32002~
Minlevel     30
End

#SKILL
Name         flushpoison~
Type         Skill
Flags        0
Minpos       8
Guild        0
Code         do_flushpoison
Dammsg       ~
Wearoff      !Flushpoison!~
Teachers     4 10340 32050~
Minlevel     75
End

#SKILL
Name         haymaker~
Type         Skill
Flags        0
Minpos       8
Guild        0
Code         do_haymaker
Dammsg       ~
Wearoff      !Haymaker!~
Teachers     4 10340 32050~
Minlevel     15
End

#SKILL
Name         spray~
Type         Skill
Flags        0
Minpos       8
Guild        0
Code         do_spray
Dammsg       ~
Wearoff      ~
Minlevel     125
End

#SKILL
Name         negotiate~
Type         Skill
Flags        0
Minpos       5
Guild        5
Code         do_negotiate
Dammsg       ~
Wearoff      !Negotiate!~
Teachers     4 10340~
Minlevel     20
End

#SKILL
Name         peek~
Type         Skill
Flags        0
Minpos       8
Guild        4
Code         do_peek
Dammsg       ~
Wearoff      !Peek!~
Teachers     4 10340 32006~
Minlevel     10
End

#SKILL
Name         repairitem~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_repairitem
Dammsg       ~
Wearoff      !Repairitem!~
Teachers     4 32002~
Minlevel     15
End

#SKILL
Name         researchtarget~
Type         Skill
Flags        0
Minpos       8
Guild        3
Code         do_researchtarget
Dammsg       ~
Wearoff      !ResearchTarget!~
Teachers     4 32050~
Minlevel     95
End

#SKILL
Name         revive~
Type         Skill
Flags        0
Minpos       8
Guild        8
Code         do_revive
Dammsg       ~
Wearoff      !Revive!~
Teachers     4 32006~
Minlevel     30
End

#SKILL
Name         salvage~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_salvage
Dammsg       ~
Wearoff      !Salvage!~
Teachers     4 32002~
Minlevel     25
End

#SKILL
Name         seal~
Type         Skill
Flags        0
Minpos       8
Guild        4
Code         do_seal
Dammsg       ~
Wearoff      !Seal!~
Teachers     4 10340~
Minlevel     50
End

#SKILL
Name         slide~
Type         Skill
Flags        0
Minpos       8
Guild        4
Code         do_slide
Dammsg       ~
Wearoff      !Slide!~
Teachers     4 10340~
Minlevel     38
End

#SKILL
Name         trace_comlink~
Type         Skill
Flags        0
Minpos       8
Guild        3
Code         do_trace_comlink
Dammsg       ~
Wearoff      !TraceComlink!~
Teachers     4 32050~
Minlevel     25
End

#SKILL
Name         trap~
Type         Skill
Flags        0
Minpos       8
Guild        3
Code         do_trap
Dammsg       ~
Wearoff      !Trap!~
Teachers     4 32050~
Minlevel     20
End

#SKILL
Name         tuck~
Type         Skill
Flags        0
Minpos       8
Guild        4
Code         do_tuck
Dammsg       ~
Wearoff      !Tuck!~
Teachers     4 10340~
Minlevel     37
End


#SKILL
Name         cloak~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         do_cloak
Dammsg       ~
Wearoff      !Cloak!~
Teachers     4 32007 32008~
Minlevel     50
End

#SKILL
Name         docking~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         do_docking
Dammsg       ~
Wearoff      !Docking!~
Teachers     4 32007 32008~
Minlevel     30
End

#SKILL
Name         overdrive~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         do_overdrive
Dammsg       ~
Wearoff      !Overdrive!~
Teachers     4 32007 32008~
Minlevel     40
End

#SKILL
Name         sabotage~
Type         Skill
Flags        0
Minpos       5
Guild        4
Code         do_sabotage
Dammsg       ~
Wearoff      !Sabotage!~
Teachers     4 10340~
Minlevel     75
End


#SKILL
Name         make_flamethrower~
Type         Skill
Flags        0
Minpos       8
Guild        3
Code         do_makeflamethrower
Dammsg       ~
Wearoff      !MakeFlamethrower!~
Minlevel     60
End

#SKILL
Name         flamethrower~
Type         Skill
Flags        0
Target       1
Minpos       7
Rounds       12
Guild        3
Code         do_flamethrower
Dammsg       flamethrower~
Wearoff      !Flamethrower!~
Minlevel     50
End

#SKILL
Name         make_jetpack~
Type         Skill
Flags        0
Minpos       8
Guild        3
Code         do_makejetpack
Dammsg       ~
Wearoff      !MakeJetpack!~
Minlevel     75
End

#SKILL
Name         jetpack_dodge~
Type         Skill
Flags        0
Minpos       7
Guild        3
Code         spell_null
Dammsg       ~
Wearoff      !JetpackDodge!~
Minlevel     65
End

#SKILL
Name         concussion_rocket~
Type         Skill
Flags        0
Target       1
Minpos       7
Rounds       12
Guild        3
Code         do_concussion_rocket
Dammsg       concussion rocket~
Wearoff      !ConcussionRocket!~
Minlevel     80
End

#SKILL
Name         dark_frenzy~
Type         Spell
Flags        0
Target       2
Minpos       7
Mana         50
Rounds       12
Guild        7
Code         spell_dark_frenzy
Dammsg       ~
Wearoff      Your dark side fury subsides.~
Teachers     4 50 605~
Alignment    -100
Minlevel     40
End

#SKILL
Name         frigates~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 32007 32008 32040~
Minlevel     60
End

#SKILL
Name         supercapital ships~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 32007 32008 32040~
Minlevel     120
End

#SKILL
Name         burn~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         do_burn
Dammsg       ~
Wearoff      !done!~
Teachers     4 32007 32008~
Minlevel     40
End

#END
